region,rank,division,summonerName,win,lose,winRatio,DorF,winRatio_By_100
eun1,MASTER,-,Slim Shadyyyy,141,120,0.5402,2,54.02
eun1,MASTER,-,JohnHuiTamPlaval,135,74,0.6459,2,64.59
eun1,MASTER,-,Yonne Ahonèn ,114,111,0.5067,2,50.67
eun1,MASTER,-,Gather,57,29,0.6628,2,66.28
eun1,MASTER,-,xfips,308,277,0.5265,2,52.65
eun1,MASTER,-,LeBalance III,204,189,0.5191,1,51.910000000000004
eun1,MASTER,-,EH Kakaobab,599,559,0.5173,1,51.73
eun1,MASTER,-,D5 is my home ,142,89,0.6147,1,61.47
eun1,MASTER,-,AdcFififiifif,65,53,0.5508,2,55.08
eun1,MASTER,-,Satoru GoDjo,398,394,0.5025,2,50.24999999999999
eun1,MASTER,-,Kiss my Willy,104,84,0.5532,2,55.32
eun1,MASTER,-,excommunicado,471,446,0.5136,2,51.35999999999999
eun1,MASTER,-,LK40,65,56,0.5372,2,53.72
eun1,MASTER,-,Karinaa,144,87,0.6234,2,62.339999999999996
eun1,MASTER,-,Xektor11,68,41,0.6239,2,62.39
eun1,MASTER,-,Jgl Grand Canyon,140,133,0.5128,2,51.28
eun1,MASTER,-,V X Y N Z,150,127,0.5415,2,54.15
eun1,MASTER,-,Y0 Nightmare,352,332,0.5146,1,51.459999999999994
eun1,MASTER,-,Classy,420,396,0.5147,2,51.470000000000006
eun1,MASTER,-,Dyva,579,586,0.497,1,49.7
eun1,MASTER,-,Inter Core 2 Duo,391,336,0.5378,2,53.779999999999994
eun1,MASTER,-,Drveni covjek,189,141,0.5727,2,57.269999999999996
eun1,MASTER,-,pudzianstrongman,580,571,0.5039,1,50.39
eun1,MASTER,-,TSM Pulsatorg,114,94,0.5481,1,54.81
eun1,MASTER,-,Gosssu1,1014,987,0.5067,2,50.67
eun1,MASTER,-,DákkmanWíllCárry,263,241,0.5218,2,52.18000000000001
eun1,MASTER,-,RNG LUL,112,94,0.5437,2,54.37
eun1,MASTER,-,komul,473,418,0.5309,1,53.09
eun1,MASTER,-,Omega64,145,123,0.541,2,54.1
eun1,MASTER,-,Rachel Amber,265,254,0.5106,2,51.06
eun1,MASTER,-,Pilot G2,167,154,0.5202,2,52.019999999999996
eun1,MASTER,-,Crescendum,280,239,0.5395,2,53.949999999999996
eun1,MASTER,-,Mazı,140,134,0.5109,2,51.09
eun1,MASTER,-,KiIIua Z0Idyck,369,330,0.5279,2,52.790000000000006
eun1,MASTER,-,angels cry,149,144,0.5085,1,50.849999999999994
eun1,MASTER,-,Again,180,184,0.4945,1,49.45
eun1,MASTER,-,ˉ 7,253,212,0.5441,2,54.410000000000004
eun1,MASTER,-,Feint,150,140,0.5172,2,51.72
eun1,MASTER,-,EUNE PURIFIER,85,72,0.5414,1,54.14
eun1,MASTER,-,Goldmann,97,73,0.5706,2,57.06
eun1,MASTER,-,M4N14C,244,217,0.5293,1,52.93
eun1,MASTER,-,YEP MID,116,109,0.5156,1,51.559999999999995
eun1,MASTER,-,jaro59,190,176,0.5191,2,51.910000000000004
eun1,MASTER,-,TKnife,180,147,0.5505,1,55.05
eun1,MASTER,-,Unlucky Barti,162,152,0.5159,1,51.59
eun1,MASTER,-,Seksowny gnojek9,521,477,0.522,2,52.2
eun1,MASTER,-,XeroXYZ,239,235,0.5042,2,50.42
eun1,MASTER,-,WindstormVestige,429,429,0.5,2,50.0
eun1,MASTER,-,Tekkan,268,220,0.5492,2,54.92
eun1,MASTER,-,Saraa,255,227,0.529,2,52.900000000000006
eun1,MASTER,-,Zarka,155,140,0.5254,2,52.54
eun1,MASTER,-,HOKAGE TOP,376,358,0.5123,2,51.23
eun1,MASTER,-,janektxt,207,170,0.5491,2,54.910000000000004
eun1,MASTER,-,Fafa02,256,209,0.5505,1,55.05
eun1,MASTER,-,Zniszka,278,247,0.5295,2,52.949999999999996
eun1,MASTER,-,Mikäsa,258,229,0.5298,1,52.980000000000004
eun1,MASTER,-,manwee,144,113,0.5603,2,56.03
eun1,MASTER,-,Samurai Jesus,259,232,0.5275,1,52.75
eun1,MASTER,-,21MX,223,167,0.5718,1,57.18
eun1,MASTER,-,Reformed Tiki,107,87,0.5515,2,55.15
eun1,MASTER,-,Kaybara,150,119,0.5576,1,55.76
eun1,MASTER,-,Réapér,117,94,0.5545,2,55.45
eun1,MASTER,-,Ym51,413,396,0.5105,1,51.05
eun1,MASTER,-,VRG David,547,532,0.507,2,50.7
eun1,MASTER,-,Câll Me Shâdow,114,90,0.5588,2,55.879999999999995
eun1,MASTER,-,ynzd6i09i,106,70,0.6023,1,60.23
eun1,MASTER,-,Diamond 0re,76,45,0.6281,2,62.81
eun1,MASTER,-,Türkischer Kebab,110,80,0.5789,1,57.89
eun1,MASTER,-,DedekZjebek60tka,619,587,0.5133,2,51.33
eun1,MASTER,-,can u gift me,959,921,0.5101,2,51.01
eun1,MASTER,-,ForPyRicK,488,463,0.5131,2,51.31
eun1,MASTER,-,Kosta237,285,267,0.5163,2,51.629999999999995
eun1,MASTER,-,UwU Femboy,195,147,0.5702,1,57.02
eun1,MASTER,-,Alkadeyas,316,271,0.5383,2,53.83
eun1,MASTER,-,Cinkomx,51,40,0.5604,2,56.04
eun1,MASTER,-,Μisfit,571,547,0.5107,2,51.07000000000001
eun1,MASTER,-,Domaldo,259,218,0.543,1,54.300000000000004
eun1,MASTER,-,llnnnll,662,651,0.5042,2,50.42
eun1,MASTER,-,SweetDamage0,155,129,0.5458,2,54.58
eun1,MASTER,-,twtv keshaeuw,27,16,0.6279,2,62.79
eun1,MASTER,-,Sir Thomas Kench,98,87,0.5297,2,52.96999999999999
eun1,MASTER,-,Daria Stachurska,175,138,0.5591,2,55.910000000000004
eun1,MASTER,-,Glaceo1,455,389,0.5391,2,53.910000000000004
eun1,MASTER,-,MagicznySzpinak,71,42,0.6283,2,62.83
eun1,MASTER,-,BobKelso,92,94,0.4946,1,49.46
eun1,MASTER,-,kentinoald,73,26,0.7374,1,73.74000000000001
eun1,MASTER,-,EŁ0 TERR0RIST,53,42,0.5579,2,55.78999999999999
eun1,MASTER,-,Polita,402,373,0.5187,2,51.870000000000005
eun1,MASTER,-,Snapback,209,173,0.5471,1,54.71
eun1,MASTER,-,TrashpIank,210,208,0.5024,2,50.239999999999995
eun1,MASTER,-,Cheesee,178,136,0.5669,1,56.69
eun1,MASTER,-,SυppEnjoyer,585,558,0.5118,2,51.18000000000001
eun1,MASTER,-,MaxNick,85,69,0.5519,1,55.19
eun1,MASTER,-,T1 Kirito,258,226,0.5331,2,53.31
eun1,MASTER,-,DeadlyMercy,356,340,0.5115,2,51.15
eun1,MASTER,-,PacoGG,67,62,0.5194,2,51.94
eun1,MASTER,-,WX HREB2020,79,44,0.6423,2,64.23
eun1,MASTER,-,Upoś,195,164,0.5432,1,54.32
eun1,MASTER,-,fake9 AWERO,148,120,0.5522,2,55.22
eun1,MASTER,-,TESLA MENTAL,71,69,0.5071,2,50.71
eun1,MASTER,-,Pulzní Hajzl,337,244,0.58,2,57.99999999999999
eun1,MASTER,-,SilverStarGG,449,407,0.5245,1,52.449999999999996
eun1,MASTER,-,Psisko,227,204,0.5267,1,52.669999999999995
eun1,MASTER,-,patmaz123,110,105,0.5116,2,51.160000000000004
eun1,MASTER,-,Plat Soon,331,304,0.5213,1,52.129999999999995
eun1,MASTER,-,Bloody Diana,29,19,0.6042,2,60.419999999999995
eun1,MASTER,-,Merkius,390,382,0.5052,2,50.519999999999996
eun1,MASTER,-,zaviika,103,100,0.5074,1,50.739999999999995
eun1,MASTER,-,GetTheLondonHook,302,248,0.5491,1,54.910000000000004
eun1,MASTER,-,we have late,149,123,0.5478,1,54.779999999999994
eun1,MASTER,-,Åragon,340,310,0.5231,3,52.31
eun1,MASTER,-,BathwaterDrinker,159,135,0.5408,2,54.08
eun1,MASTER,-,PohovaniBurek21,147,63,0.7,1,70.0
eun1,MASTER,-,FlamePenguin,66,54,0.55,2,55.00000000000001
eun1,MASTER,-,CSU ASE Lemur,104,84,0.5532,2,55.32
eun1,MASTER,-,Yasuki was here,88,50,0.6377,2,63.77
eun1,MASTER,-,PhantomPvP,163,149,0.5224,2,52.239999999999995
eun1,MASTER,-,Níedorozwój,187,141,0.5701,2,57.010000000000005
eun1,MASTER,-,pawlica g3j,254,233,0.5216,2,52.16
eun1,MASTER,-,GMT99,175,158,0.5255,2,52.55
eun1,MASTER,-,Lixojuci,123,85,0.5913,1,59.13
eun1,MASTER,-,AprilFools,210,191,0.5237,1,52.370000000000005
eun1,MASTER,-,Crystal Lobster,390,369,0.5138,2,51.38
eun1,MASTER,-,xSediMax,127,123,0.508,2,50.8
eun1,MASTER,-,nimo9,133,109,0.5496,2,54.96
eun1,MASTER,-,kiss my axeeee,128,96,0.5714,3,57.14
eun1,MASTER,-,Ki Shadow,196,189,0.5091,2,50.91
eun1,MASTER,-,Hi im Matoflen,189,143,0.5693,2,56.93
eun1,MASTER,-,Arte,207,206,0.5012,1,50.12
eun1,MASTER,-,Hister0,787,727,0.5198,2,51.980000000000004
eun1,MASTER,-,AIpha Virgin,283,253,0.528,2,52.800000000000004
eun1,MASTER,-,Bučivoj Bral,260,219,0.5428,1,54.279999999999994
eun1,MASTER,-,meem,302,246,0.5511,2,55.11000000000001
eun1,MASTER,-,Welttan,144,132,0.5217,2,52.17
eun1,MASTER,-,sandwich cooker,76,50,0.6032,2,60.31999999999999
eun1,MASTER,-,Zèd Bðt,218,195,0.5278,2,52.78
eun1,MASTER,-,I Foxu I,243,181,0.5731,1,57.31
eun1,MASTER,-,ShadowHµnter,111,86,0.5635,1,56.35
eun1,MASTER,-,Montez Ψ,358,287,0.555,1,55.50000000000001
eun1,MASTER,-,hertiPL,292,276,0.5141,2,51.41
eun1,MASTER,-,Axeon,252,241,0.5112,2,51.12
eun1,MASTER,-,Lebduch,385,335,0.5347,1,53.47
eun1,MASTER,-,clownswag,30,20,0.6,2,60.0
eun1,MASTER,-,Χylia,69,37,0.6509,2,65.09
eun1,MASTER,-,AlexMercer567,375,333,0.5297,2,52.96999999999999
eun1,MASTER,-,EnsU ,67,63,0.5154,2,51.54
eun1,MASTER,-,PykeHappyMeal ,369,374,0.4966,2,49.66
eun1,MASTER,-,Ilaría,317,269,0.541,2,54.1
eun1,MASTER,-,pushmeister,184,162,0.5318,2,53.18000000000001
eun1,MASTER,-,OKostanths,138,114,0.5476,2,54.76
eun1,MASTER,-,xSpace08x,154,98,0.6111,2,61.11
eun1,MASTER,-,KuLLeR972,158,154,0.5064,2,50.63999999999999
eun1,MASTER,-,BaraniaPupa14,196,159,0.5521,1,55.21
eun1,MASTER,-,Strainor,312,275,0.5315,2,53.15
eun1,MASTER,-,piterov,260,255,0.5049,2,50.49
eun1,MASTER,-,MATYKOVAGYOK,76,73,0.5101,2,51.01
eun1,MASTER,-,AlexutzuJr,131,90,0.5928,2,59.28
eun1,MASTER,-,Dava,22,7,0.7586,1,75.86
eun1,MASTER,-, F L Ø R E N,448,456,0.4956,2,49.559999999999995
eun1,MASTER,-,Pengyz,103,78,0.5691,1,56.910000000000004
eun1,MASTER,-,diegoskm,224,219,0.5056,2,50.56
eun1,MASTER,-,FUNFUNFUNFUNF,134,110,0.5492,2,54.92
eun1,MASTER,-,suppisbalanced,93,61,0.6039,2,60.39
eun1,MASTER,-,GhöstSöül,257,228,0.5299,2,52.99
eun1,MASTER,-,KeBsU u SzWaGrA ,182,157,0.5369,2,53.690000000000005
eun1,MASTER,-,Flash if ur gey,255,214,0.5437,2,54.37
eun1,MASTER,-,MLGThomasCZ,418,381,0.5232,2,52.32
eun1,MASTER,-,buff JUNGLLLEEEE,250,179,0.5828,1,58.28
eun1,MASTER,-,SilverShoe,101,76,0.5706,2,57.06
eun1,MASTER,-,Zygzaκ McQueen,174,149,0.5387,2,53.87
eun1,MASTER,-,floozy,90,53,0.6294,1,62.94
eun1,MASTER,-,uighseregard,135,126,0.5172,1,51.72
eun1,MASTER,-,JJamee,232,229,0.5033,2,50.33
eun1,MASTER,-,Mestari Jupe,460,449,0.5061,1,50.61
eun1,MASTER,-,UDE420,100,50,0.6667,1,66.67
eun1,MASTER,-,Yashiru,205,199,0.5074,1,50.739999999999995
eun1,MASTER,-,SSqD,373,319,0.539,2,53.900000000000006
eun1,MASTER,-,CupC4ke,206,199,0.5086,1,50.86000000000001
eun1,MASTER,-,Mirciu,596,522,0.5331,2,53.31
eun1,MASTER,-,ELG Charybdis,138,136,0.5036,1,50.36000000000001
eun1,MASTER,-,Shenpai Shufle,57,51,0.5278,1,52.78
eun1,MASTER,-,Bezzo,257,233,0.5245,1,52.449999999999996
eun1,MASTER,-,Singularity,187,170,0.5238,2,52.38
eun1,MASTER,-,Tanky Karma,163,156,0.511,1,51.1
euw1,CHALLENGER,-,Shαwn Frost,393,333,0.5413,2,54.13
euw1,CHALLENGER,-,420WeabooSlayer,946,902,0.5119,2,51.190000000000005
euw1,CHALLENGER,-,enjawve,346,280,0.5527,2,55.269999999999996
euw1,CHALLENGER,-,maciej wartak,285,229,0.5545,2,55.45
euw1,CHALLENGER,-,Teą,1270,1225,0.509,2,50.9
euw1,CHALLENGER,-,it s just over,229,177,0.564,2,56.39999999999999
euw1,CHALLENGER,-,Targamas,657,592,0.526,2,52.6
euw1,CHALLENGER,-,ten and a half,253,194,0.566,2,56.599999999999994
euw1,CHALLENGER,-,2021Worlds,104,51,0.671,1,67.10000000000001
euw1,CHALLENGER,-,Christian Lenz,238,169,0.5848,2,58.48
euw1,CHALLENGER,-,TheDisconnect,322,264,0.5495,1,54.949999999999996
euw1,CHALLENGER,-,Ben Cristovao,171,109,0.6107,1,61.07
euw1,CHALLENGER,-,woshissm,354,268,0.5691,2,56.910000000000004
euw1,CHALLENGER,-,Furuy,236,193,0.5501,1,55.010000000000005
euw1,CHALLENGER,-,LIMIT12345,537,487,0.5244,2,52.44
euw1,CHALLENGER,-,2021Worlds0113,80,33,0.708,1,70.8
euw1,CHALLENGER,-,best viego ever,170,110,0.6071,1,60.709999999999994
euw1,CHALLENGER,-,Practice,289,231,0.5558,2,55.58
euw1,CHALLENGER,-,Ukazat,278,219,0.5594,2,55.94
euw1,CHALLENGER,-,Supaaa,486,434,0.5283,1,52.83
euw1,CHALLENGER,-,2021WorldsOp3N,389,329,0.5418,1,54.17999999999999
euw1,CHALLENGER,-,Kaor1,750,686,0.5223,2,52.23
euw1,CHALLENGER,-,10 Feet Down,150,103,0.5929,2,59.29
euw1,CHALLENGER,-,RGO Odi11,425,355,0.5449,2,54.49
euw1,CHALLENGER,-,fooling around,330,281,0.5401,1,54.010000000000005
euw1,CHALLENGER,-,Oggman,367,322,0.5327,2,53.269999999999996
euw1,CHALLENGER,-, JungDostoevskiy,349,285,0.5505,1,55.05
euw1,CHALLENGER,-,LiL TommyG,793,734,0.5193,2,51.93
euw1,CHALLENGER,-,FB Kunduz,149,125,0.5438,1,54.379999999999995
euw1,CHALLENGER,-,tetris guden,304,249,0.5497,1,54.97
euw1,CHALLENGER,-,EL BARDOOOO,378,338,0.5279,2,52.790000000000006
euw1,CHALLENGER,-,ZWYRØØ,753,672,0.5284,3,52.839999999999996
euw1,CHALLENGER,-,chenzelot,260,201,0.564,2,56.39999999999999
euw1,CHALLENGER,-,Le petit baguett,184,128,0.5897,2,58.97
euw1,CHALLENGER,-,WiIIyrex Fanboy,1081,1022,0.514,1,51.4
euw1,CHALLENGER,-,Aesenar,444,400,0.5261,2,52.61
euw1,CHALLENGER,-,zmywara kaseko,133,81,0.6215,2,62.150000000000006
euw1,CHALLENGER,-,GW toucouille,451,388,0.5375,1,53.75
euw1,CHALLENGER,-,fury of kerberos,288,235,0.5507,1,55.06999999999999
euw1,CHALLENGER,-,Jeyrus,573,526,0.5214,2,52.14
euw1,CHALLENGER,-,tryharder123,590,520,0.5315,2,53.15
euw1,CHALLENGER,-,Decay0,841,781,0.5185,1,51.849999999999994
euw1,CHALLENGER,-,happy gαme,101,54,0.6516,1,65.16
euw1,CHALLENGER,-,Xhen Doo,728,668,0.5215,2,52.15
euw1,CHALLENGER,-,borcigendale,387,337,0.5345,1,53.449999999999996
euw1,CHALLENGER,-,Hawk Stroker,251,183,0.5783,1,57.830000000000005
euw1,CHALLENGER,-,Ttv Lathyrus,347,300,0.5363,1,53.63
euw1,CHALLENGER,-,Heart of Nazgul ,126,70,0.6429,1,64.29
euw1,CHALLENGER,-,twtv Melljo,197,138,0.5881,2,58.809999999999995
euw1,CHALLENGER,-,sejun1,104,52,0.6667,1,66.67
euw1,CHALLENGER,-,hiro3,544,489,0.5266,1,52.66
euw1,CHALLENGER,-,NATANATANATANATA,535,499,0.5174,2,51.739999999999995
euw1,CHALLENGER,-,HHNeverLucky v2,140,91,0.6061,2,60.61
euw1,CHALLENGER,-,AØH,294,246,0.5444,1,54.44
euw1,CHALLENGER,-,Koupfonga,491,434,0.5308,2,53.080000000000005
euw1,CHALLENGER,-,EDG Innaxe,631,575,0.5232,2,52.32
euw1,CHALLENGER,-,Sebekx,261,219,0.5437,1,54.37
euw1,CHALLENGER,-,ShadowMonarch1,248,163,0.6034,2,60.34
euw1,CHALLENGER,-,asdfghjklqwe,150,104,0.5906,2,59.06
euw1,CHALLENGER,-,slowqq,594,550,0.5192,1,51.92
euw1,CHALLENGER,-,Szygenda,268,203,0.569,1,56.89999999999999
euw1,CHALLENGER,-,AIba Madalyon,185,167,0.5256,2,52.559999999999995
euw1,CHALLENGER,-,Foutriquet,254,196,0.5644,1,56.44
euw1,CHALLENGER,-,Ragnér2,283,215,0.5683,2,56.830000000000005
euw1,CHALLENGER,-,masked gamer XD,142,99,0.5892,2,58.919999999999995
euw1,CHALLENGER,-,αfm,303,256,0.542,2,54.2
euw1,CHALLENGER,-,AST MagiFelix,737,670,0.5238,2,52.38
euw1,CHALLENGER,-,Undercover SlotH,388,343,0.5308,2,53.080000000000005
euw1,CHALLENGER,-,avarice61,556,515,0.5191,2,51.910000000000004
euw1,CHALLENGER,-,Umoraki,118,71,0.6243,1,62.43
euw1,CHALLENGER,-,Veignorem,360,301,0.5446,2,54.459999999999994
euw1,CHALLENGER,-,SAKEN1,419,358,0.5393,2,53.93
euw1,CHALLENGER,-,Iziio,334,260,0.5623,2,56.230000000000004
euw1,CHALLENGER,-,S8DiamondDog,428,355,0.5466,1,54.66
euw1,CHALLENGER,-,MSF Sertuss,1069,1000,0.5167,2,51.67
euw1,CHALLENGER,-,Qnoxs,1736,1672,0.5094,2,50.94
euw1,CHALLENGER,-,Sunflοwer,453,390,0.5374,2,53.74
euw1,CHALLENGER,-,Gorubo fan,292,236,0.553,2,55.300000000000004
euw1,CHALLENGER,-,Switzerstar,346,303,0.5331,2,53.31
euw1,CHALLENGER,-,Joker z Sosnowca,249,218,0.5332,2,53.32
euw1,CHALLENGER,-,Lοvelorn,648,598,0.5201,2,52.01
euw1,CHALLENGER,-,DWG KIA Canyon,261,203,0.5625,2,56.25
euw1,CHALLENGER,-,Stargazer7,128,72,0.64,2,64.0
euw1,CHALLENGER,-,dehastee,545,496,0.5235,2,52.349999999999994
euw1,CHALLENGER,-,Whiteakitout,556,462,0.5462,2,54.620000000000005
euw1,CHALLENGER,-,Gray KDA Toplane,239,171,0.5829,2,58.29
euw1,CHALLENGER,-,magic jg4165432,184,123,0.5993,2,59.93000000000001
euw1,CHALLENGER,-,ChatDisabler94,158,114,0.5809,2,58.089999999999996
euw1,CHALLENGER,-,msfvetheo1,1117,1045,0.5167,2,51.67
euw1,CHALLENGER,-,Stend1,555,494,0.5291,2,52.910000000000004
euw1,CHALLENGER,-,qweasdf,357,305,0.5393,1,53.93
euw1,CHALLENGER,-,Ragnér1,437,370,0.5415,2,54.15
euw1,CHALLENGER,-,Qurrito Abuser ,265,215,0.5521,2,55.21
euw1,CHALLENGER,-,Kieran Tierney,203,136,0.5988,2,59.88
euw1,CHALLENGER,-,JBL ABUSER,1043,990,0.513,2,51.300000000000004
euw1,CHALLENGER,-,człowiek z gazu,445,413,0.5186,2,51.85999999999999
euw1,CHALLENGER,-,Fwagola,772,713,0.5199,2,51.99
euw1,CHALLENGER,-,Erdotee,414,343,0.5469,1,54.690000000000005
euw1,CHALLENGER,-,Agurin,627,532,0.541,2,54.1
euw1,CHALLENGER,-,Sboi155,236,191,0.5527,1,55.269999999999996
euw1,CHALLENGER,-,Beanovich,552,502,0.5237,1,52.370000000000005
euw1,CHALLENGER,-,Hejdå Sverige,528,485,0.5212,2,52.12
euw1,CHALLENGER,-,C9 Blaberfish2,148,94,0.6116,2,61.160000000000004
euw1,CHALLENGER,-,bomb in bojler,1089,984,0.5253,2,52.53
euw1,CHALLENGER,-,Jeg Elsker Faxe,201,152,0.5694,1,56.940000000000005
euw1,CHALLENGER,-,Chad Movement,322,280,0.5349,2,53.49
euw1,CHALLENGER,-,TwTv Reptile9LoL,224,171,0.5671,2,56.71000000000001
euw1,CHALLENGER,-,FERRETTT,98,67,0.5939,2,59.39
euw1,CHALLENGER,-,M1dLaoban,588,518,0.5316,1,53.16
euw1,CHALLENGER,-,Neon1337Ad,520,426,0.5497,2,54.97
euw1,CHALLENGER,-,seaz test acc,182,132,0.5796,2,57.96
euw1,CHALLENGER,-,SPEEDOBEAR,881,831,0.5146,1,51.459999999999994
euw1,CHALLENGER,-,i dream lucid,544,482,0.5302,2,53.02
euw1,CHALLENGER,-,Son of Korea,378,271,0.5824,1,58.24
euw1,CHALLENGER,-,SGE Heimdall,262,197,0.5708,2,57.08
euw1,CHALLENGER,-,Crowno,636,575,0.5252,3,52.52
euw1,CHALLENGER,-,SPOLFCEI,704,642,0.523,2,52.300000000000004
euw1,CHALLENGER,-,healies,461,414,0.5269,2,52.690000000000005
euw1,CHALLENGER,-,CG Nio,837,787,0.5154,2,51.54
euw1,CHALLENGER,-,Alan234,354,306,0.5364,2,53.64
euw1,CHALLENGER,-,Albetray,428,362,0.5418,2,54.17999999999999
euw1,CHALLENGER,-,Veignorennn,227,182,0.555,2,55.50000000000001
euw1,CHALLENGER,-,Eckas1,437,377,0.5369,2,53.690000000000005
euw1,CHALLENGER,-,bobber kong,389,338,0.5351,2,53.510000000000005
euw1,CHALLENGER,-,SMB NuQ,350,286,0.5503,2,55.03
euw1,CHALLENGER,-,Jαvier,405,341,0.5429,1,54.290000000000006
euw1,CHALLENGER,-,x4T7,381,318,0.5451,2,54.510000000000005
euw1,CHALLENGER,-,COLDRAASHI,99,60,0.6226,1,62.260000000000005
euw1,CHALLENGER,-,missing it,80,54,0.597,2,59.699999999999996
euw1,CHALLENGER,-,BlauBarschBube,357,303,0.5409,2,54.09
euw1,CHALLENGER,-,Maître Splinter,474,418,0.5314,2,53.14
euw1,CHALLENGER,-,TakeSet sama,711,656,0.5201,2,52.01
euw1,CHALLENGER,-,Ryan McCombs,177,128,0.5803,1,58.03
euw1,CHALLENGER,-,scarface xyz,517,474,0.5217,2,52.17
euw1,CHALLENGER,-,Expecto Patrounm,166,99,0.6264,2,62.63999999999999
euw1,CHALLENGER,-,Drututt,404,356,0.5316,2,53.16
euw1,CHALLENGER,-,LithuanianCanyon,130,80,0.619,2,61.9
euw1,CHALLENGER,-,Cóbb,100,54,0.6494,2,64.94
euw1,CHALLENGER,-,7zx,201,149,0.5743,2,57.43000000000001
euw1,CHALLENGER,-,Frei sein,325,284,0.5337,2,53.37
euw1,CHALLENGER,-,dajor25,902,844,0.5166,2,51.66
euw1,CHALLENGER,-,A41G Blank,428,376,0.5323,2,53.23
euw1,CHALLENGER,-,Undercover CameL,627,574,0.5221,3,52.21
euw1,CHALLENGER,-,Nicholas Brody,188,137,0.5785,1,57.85
euw1,CHALLENGER,-,Seminol,332,280,0.5425,1,54.25
euw1,CHALLENGER,-,Kaseko,310,241,0.5626,2,56.26
euw1,CHALLENGER,-,Dzukill,435,364,0.5444,2,54.44
euw1,CHALLENGER,-,Sawyor,782,730,0.5172,2,51.72
euw1,CHALLENGER,-,SHøWMAKéR,96,40,0.7059,2,70.59
euw1,CHALLENGER,-,WatchMyPuppets,390,342,0.5328,2,53.28000000000001
euw1,CHALLENGER,-,UnstoppableForce,136,78,0.6355,2,63.55
euw1,CHALLENGER,-,Stor Olle ,184,111,0.6237,1,62.370000000000005
euw1,CHALLENGER,-,Deádly,369,320,0.5356,2,53.559999999999995
euw1,CHALLENGER,-,Myrtus,371,316,0.54,2,54.0
euw1,CHALLENGER,-,Xiaobylenz,480,423,0.5316,2,53.16
euw1,CHALLENGER,-,GO beansu,792,744,0.5156,2,51.559999999999995
euw1,CHALLENGER,-,Venour,478,438,0.5218,1,52.18000000000001
euw1,CHALLENGER,-,Sebeks,233,193,0.5469,1,54.690000000000005
euw1,CHALLENGER,-,FFFFFFFFFFFERRET,588,547,0.5181,2,51.81
euw1,CHALLENGER,-,Boukada,264,202,0.5665,2,56.65
euw1,CHALLENGER,-,KwK AlVaRo710,804,755,0.5157,2,51.57000000000001
euw1,CHALLENGER,-,erk1,279,213,0.5671,2,56.71000000000001
euw1,CHALLENGER,-,euw tourist,126,84,0.6,2,60.0
euw1,CHALLENGER,-,FB Neramin1,385,330,0.5385,2,53.849999999999994
euw1,CHALLENGER,-,lucky iceland ,96,50,0.6575,2,65.75
euw1,CHALLENGER,-,Kldfar,209,145,0.5904,2,59.040000000000006
euw1,CHALLENGER,-,Ekko the Neeko,1111,1068,0.5099,1,50.99
euw1,CHALLENGER,-,Walid Georgey,397,330,0.5461,2,54.61
euw1,CHALLENGER,-,Albetrayber,293,237,0.5528,2,55.279999999999994
euw1,CHALLENGER,-,Aegis fangirlQAQ,138,82,0.6273,1,62.73
euw1,CHALLENGER,-,Mid bad COPIUM,148,116,0.5606,2,56.06
euw1,CHALLENGER,-,Envy Carry,806,748,0.5187,2,51.870000000000005
euw1,CHALLENGER,-,Hantera1,924,875,0.5136,2,51.35999999999999
euw1,CHALLENGER,-,Kiooo,298,224,0.5709,2,57.089999999999996
euw1,CHALLENGER,-,for her sake,218,165,0.5692,2,56.92
euw1,CHALLENGER,-,azerty1,355,303,0.5395,2,53.949999999999996
euw1,CHALLENGER,-,Shending LP,221,160,0.5801,2,58.01
euw1,GRANDMASTER,-,vnodwdje,220,143,0.6061,2,60.61
euw1,GRANDMASTER,-,FPXzhaoAP4506303,299,262,0.533,1,53.300000000000004
euw1,GRANDMASTER,-,Cedeiix,407,373,0.5218,2,52.18000000000001
euw1,GRANDMASTER,-,ΨΞΞΞΞΞΞΨ,130,85,0.6047,1,60.47
euw1,GRANDMASTER,-,chovy jg acc,182,120,0.6026,2,60.260000000000005
euw1,GRANDMASTER,-,Shadowraze,248,217,0.5333,1,53.33
euw1,GRANDMASTER,-,Adison997,424,398,0.5158,2,51.580000000000005
euw1,GRANDMASTER,-,babi fanboy,442,411,0.5182,1,51.82
euw1,GRANDMASTER,-,CRIPPLED JGLXD,168,135,0.5545,2,55.45
euw1,GRANDMASTER,-,its all a joke,248,215,0.5356,1,53.559999999999995
euw1,GRANDMASTER,-,Szymbolimbo,216,143,0.6017,1,60.17
euw1,GRANDMASTER,-,vvaena,507,458,0.5254,2,52.54
euw1,GRANDMASTER,-,Damgos,504,457,0.5245,1,52.449999999999996
euw1,GRANDMASTER,-,SRB Jungler 47,104,92,0.5306,2,53.059999999999995
euw1,GRANDMASTER,-,SekstiNi,507,473,0.5173,2,51.73
euw1,GRANDMASTER,-,twtv NyroLoL,488,444,0.5236,3,52.35999999999999
euw1,GRANDMASTER,-,a red rain,155,130,0.5439,1,54.39000000000001
euw1,GRANDMASTER,-,shine on me,779,729,0.5166,2,51.66
euw1,GRANDMASTER,-,schifosoemerdoso,913,856,0.5161,1,51.61
euw1,GRANDMASTER,-,SAe Relative,302,260,0.5374,2,53.74
